opportunity_id,account_id,source_lead_id,opportunity_name,opportunity_type,plan_tier,amount,stage_name,is_closed,is_won,created_date,close_date,owner_region
OPP000187,ACC00151,,Summit Properties - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-08-20,2025-11-02,West
OPP000188,ACC00152,LEAD001616,Summit & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-04-05,2023-07-30,Northeast
OPP000189,ACC00152,,Summit & Co. - Launch (Expansion),Expansion,Launch,1577,Closed Lost,true,false,2023-12-24,2024-04-19,Northeast
OPP000190,ACC00153,LEAD001859,Beacon & Co. - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-03-23,2025-06-12,Southeast
OPP000191,ACC00154,LEAD002965,Ridgeline Real Estate - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-07-15,2023-10-26,West
OPP000192,ACC00155,LEAD001724,Beacon Group - Launch (New Business),New Business,Launch,6000,Prospecting,false,false,2026-06-03,2026-09-05,Midwest
OPP000193,ACC00156,LEAD003182,Ironwood Group - All In (New Business),New Business,All In,33600,Closed Won,true,true,2023-05-16,2023-08-07,Southeast
OPP000194,ACC00157,LEAD000001,Lakeshore Group - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-05-29,2023-07-02,Southeast
OPP000195,ACC00158,LEAD001051,Meridian Properties - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-02-13,2025-05-01,Southeast
OPP000196,ACC00159,LEAD001511,Beacon Real Estate - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2023-09-22,2023-12-16,Midwest
OPP000197,ACC00159,,Beacon Real Estate - Brand (Expansion),Expansion,Brand,3155,Closed Won,true,true,2024-05-18,2024-06-01,Midwest
OPP000198,ACC00160,LEAD002503,Ridgeline Realty - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-08-21,2024-11-06,Southeast
OPP000199,ACC00161,LEAD000067,Ridgeline & Co. - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2023-06-22,2023-09-08,Midwest
OPP000200,ACC00161,,Ridgeline & Co. - Launch (Expansion),Expansion,Launch,1541,Closed Won,true,true,2024-01-11,2024-05-09,Midwest
OPP000201,ACC00162,,Cypress Real Estate - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2024-05-09,2024-06-27,Southwest
OPP000202,ACC00163,LEAD002664,Stonebridge & Co. - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2023-05-20,2023-07-04,Northeast
OPP000203,ACC00163,,Stonebridge & Co. - Brand (Expansion),Expansion,Brand,5792,Closed Lost,true,false,2024-01-16,2024-05-01,Northeast
OPP000204,ACC00164,LEAD000245,Foxglove Real Estate - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-10-20,2024-12-04,West
OPP000205,ACC00165,LEAD003128,Summit Realty - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-09-26,2024-01-12,Northeast
OPP000206,ACC00166,,Cypress Group - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2024-04-29,2024-08-02,Midwest
OPP000207,ACC00167,LEAD002225,Ridgeline Real Estate - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-10-03,2024-12-12,Midwest
OPP000208,ACC00168,LEAD001396,Summit Realty - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2026-04-06,2026-06-24,Northeast
OPP000209,ACC00169,,Cypress Group - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-04-16,2023-05-01,Southeast
OPP000210,ACC00169,,Cypress Group - Scale (Expansion),Expansion,Scale,12081,Closed Won,true,true,2023-12-02,2024-02-02,Southeast
OPP000211,ACC00170,LEAD003053,Beacon Partners - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2023-06-09,2023-07-02,Midwest
OPP000212,ACC00171,LEAD000971,Lakeshore Real Estate - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-01-01,2025-03-29,Midwest
OPP000213,ACC00172,LEAD001409,Blackwood Partners - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2024-06-19,2024-09-27,West
OPP000214,ACC00173,LEAD002876,Cypress Partners - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-02-15,2024-06-09,Northeast
OPP000215,ACC00174,,Summit Realty - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-06-05,2024-07-29,Southeast
OPP000216,ACC00175,LEAD000952,Blackwood & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-03-02,2023-06-27,Southeast
OPP000217,ACC00176,LEAD003142,Harbor Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-02-29,2024-04-07,West
OPP000218,ACC00177,,Lakeshore Real Estate - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-08-01,2023-09-19,Northeast
OPP000219,ACC00178,LEAD003563,Lakeshore Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-04-14,2023-07-08,Southeast
OPP000220,ACC00179,LEAD000729,Meridian & Co. - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2024-11-24,2025-01-24,Southwest
OPP000221,ACC00180,LEAD001611,Lakeshore Group - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-09-14,2024-11-25,Southeast
OPP000222,ACC00181,LEAD001530,Meridian Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-06-27,2024-09-14,West
OPP000223,ACC00181,,Meridian Partners - Brand (Expansion),Expansion,Brand,7012,Closed Lost,true,false,2025-04-03,2025-05-08,West
OPP000224,ACC00182,LEAD001941,Lakeshore Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-09-05,2023-12-24,West
OPP000225,ACC00183,,Cypress Properties - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-09-24,2025-11-04,Northeast
OPP000226,ACC00183,,Cypress Properties - Scale (Expansion),Expansion,Scale,11993,Prospecting,false,false,2026-05-27,2026-08-18,Northeast
OPP000227,ACC00184,LEAD000945,Lakeshore Real Estate - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2024-01-31,2024-05-18,Southeast
OPP000228,ACC00185,LEAD000262,Blackwood Group - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2024-10-04,2024-12-15,Southwest
OPP000229,ACC00185,,Blackwood Group - Scale (Expansion),Expansion,Scale,9016,Closed Lost,true,false,2025-06-04,2025-07-02,Southwest
OPP000230,ACC00186,LEAD003320,Foxglove Real Estate - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-08-23,2024-11-19,Northeast
OPP000231,ACC00187,LEAD001118,Foxglove Group - All In (New Business),New Business,All In,33600,Closed Won,true,true,2023-06-14,2023-07-30,Midwest
OPP000232,ACC00188,LEAD003537,Meridian Properties - All In (New Business),New Business,All In,33600,Closed Won,true,true,2023-11-03,2023-12-09,Northeast
OPP000233,ACC00189,LEAD002285,Harbor & Co. - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-05-27,2025-09-09,Southwest
OPP000234,ACC00190,LEAD000987,Foxglove Realty - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-03-11,2024-04-02,Southeast
OPP000235,ACC00191,LEAD001669,Ironwood Partners - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2024-01-03,2024-04-26,Southeast
OPP000236,ACC00191,,Ironwood Partners - Scale (Expansion),Expansion,Scale,5189,Closed Won,true,true,2024-09-02,2024-12-28,Southeast
OPP000237,ACC00192,LEAD001807,Foxglove Real Estate - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2024-11-18,2024-12-12,Northeast
OPP000238,ACC00193,LEAD003654,Beacon & Co. - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-09-08,2023-10-31,Midwest
OPP000239,ACC00194,,Foxglove Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-02-18,2024-05-03,Northeast
OPP000240,ACC00195,LEAD003620,Cornerstone Realty - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2023-11-06,2023-12-31,West
OPP000241,ACC00196,LEAD003747,Lakeshore & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2026-04-09,2026-05-02,Midwest
OPP000242,ACC00197,LEAD003728,Foxglove Group - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2025-11-17,2026-01-21,Midwest
OPP000243,ACC00198,,Cypress Partners - Scale (New Business),New Business,Scale,19200,Prospecting,false,false,2026-06-20,2026-07-26,Southwest
OPP000244,ACC00199,LEAD000934,Harbor Realty - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-01-30,2025-05-26,Northeast
OPP000245,ACC00199,,Harbor Realty - Launch (Expansion),Expansion,Launch,2487,Closed Won,true,true,2025-10-13,2025-12-16,Northeast
OPP000246,ACC00200,,Cornerstone & Co. - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-12-28,2026-04-01,Southwest
OPP000247,ACC00201,LEAD002700,Cypress Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-05-13,2025-07-05,Southeast
OPP000248,ACC00201,,Cypress Partners - Brand (Expansion),Expansion,Brand,4805,Closed Lost,true,false,2026-01-12,2026-05-04,Southeast
OPP000249,ACC00202,LEAD002172,Harbor Real Estate - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2023-04-04,2023-07-12,Southwest
OPP000250,ACC00203,LEAD001997,Ironwood Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-11-07,2024-01-08,Southeast
OPP000251,ACC00203,,Ironwood Partners - Brand (Expansion),Expansion,Brand,4663,Closed Lost,true,false,2024-06-17,2024-07-13,Southeast
OPP000252,ACC00204,LEAD003392,Cypress Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-12-15,2025-03-22,Northeast
OPP000253,ACC00204,,Cypress Partners - All In (Expansion),Expansion,All In,11961,Closed Won,true,true,2025-08-27,2025-11-15,Northeast
OPP000254,ACC00205,LEAD001692,Cornerstone Properties - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-08-12,2025-09-15,West
OPP000255,ACC00206,LEAD000894,Harbor Realty - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-06-01,2025-07-15,West
OPP000256,ACC00206,,Harbor Realty - Scale (Expansion),Expansion,Scale,11718,Closed Won,true,true,2026-01-18,2026-02-17,West
OPP000257,ACC00207,LEAD001964,Cypress Properties - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2023-04-24,2023-08-16,West
OPP000258,ACC00208,,Ridgeline & Co. - Launch (New Business),New Business,Launch,6000,Discovery,false,false,2026-06-23,2026-09-26,Northeast
OPP000259,ACC00209,LEAD003138,Ironwood Real Estate - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2026-05-09,2026-05-26,West
OPP000260,ACC00210,LEAD003585,Blackwood Partners - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2024-10-27,2025-02-01,Southeast
OPP000261,ACC00210,,Blackwood Partners - Brand (Expansion),Expansion,Brand,5098,Closed Won,true,true,2025-07-12,2025-09-15,Southeast
OPP000262,ACC00211,LEAD003550,Cypress Real Estate - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-05-04,2023-06-05,Southwest
OPP000263,ACC00212,LEAD001830,Stonebridge Properties - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-08-24,2025-09-22,Midwest
OPP000264,ACC00212,,Stonebridge Properties - Launch (Expansion),Expansion,Launch,2665,Proposal,false,false,2026-03-30,2026-07-30,Midwest
OPP000265,ACC00213,LEAD002859,Meridian & Co. - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2023-06-21,2023-09-24,Northeast
OPP000266,ACC00214,LEAD000472,Stonebridge Realty - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2023-02-02,2023-03-01,Midwest
OPP000267,ACC00215,LEAD000569,Ironwood Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-06-01,2024-08-22,Southwest
OPP000268,ACC00216,LEAD000315,Lakeshore Group - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-09-06,2025-11-29,Southeast
OPP000269,ACC00217,LEAD002408,Cornerstone Group - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2026-05-19,2026-06-29,West
OPP000270,ACC00218,,Beacon & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-01-03,2025-03-14,Northeast
OPP000271,ACC00219,,Cypress & Co. - All In (New Business),New Business,All In,33600,Closed Won,true,true,2025-10-05,2025-11-20,Southwest
OPP000272,ACC00219,,Cypress & Co. - Scale (Expansion),Expansion,Scale,8193,Demo,false,false,2026-06-29,2026-08-30,Southwest
OPP000273,ACC00220,,Cornerstone Realty - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2025-05-02,2025-08-23,West
OPP000274,ACC00221,,Cypress Real Estate - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-09-16,2025-11-28,Midwest
OPP000275,ACC00222,LEAD001584,Stonebridge & Co. - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-08-27,2024-10-24,Midwest
OPP000276,ACC00222,,Stonebridge & Co. - Scale (Expansion),Expansion,Scale,6376,Closed Won,true,true,2025-05-01,2025-06-28,Midwest
OPP000277,ACC00223,LEAD001771,Blackwood Partners - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2025-12-31,2026-04-20,Southwest
OPP000278,ACC00224,LEAD002857,Harbor & Co. - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2024-04-07,2024-07-13,Southwest
OPP000279,ACC00225,LEAD002710,Ironwood & Co. - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-02-20,2023-05-14,Northeast
OPP000280,ACC00226,LEAD003224,Harbor & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2026-04-02,2026-03-19,Southwest
OPP000281,ACC00227,LEAD003067,Meridian Properties - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-04-07,2025-06-17,Southwest
OPP000282,ACC00227,,Meridian Properties - Brand (Expansion),Expansion,Brand,5012,Closed Won,true,true,2025-12-09,2026-01-28,Southwest
OPP000283,ACC00228,LEAD000030,Cornerstone Realty - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2024-12-20,2025-04-09,West
OPP000284,ACC00228,,Cornerstone Realty - Brand (Expansion),Expansion,Brand,6238,Closed Lost,true,false,2025-09-02,2025-11-26,West
OPP000285,ACC00229,LEAD000896,Cypress Partners - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-08-12,2025-11-10,Midwest
OPP000286,ACC00230,LEAD001424,Harbor Group - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-09-04,2024-12-07,Southeast
OPP000287,ACC00230,,Harbor Group - Scale (Expansion),Expansion,Scale,6489,Closed Lost,true,false,2025-05-11,2025-07-08,Southeast
OPP000288,ACC00231,,Blackwood Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-08-17,2023-12-08,Southeast
OPP000289,ACC00231,,Blackwood Partners - Launch (Expansion),Expansion,Launch,1734,Closed Lost,true,false,2024-04-03,2024-04-18,Southeast
OPP000290,ACC00232,LEAD002585,Harbor Group - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2026-02-22,2026-05-06,Southwest
OPP000291,ACC00233,LEAD002087,Ridgeline & Co. - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-07-08,2023-10-08,Midwest
OPP000292,ACC00234,LEAD003767,Ironwood Group - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2023-06-06,2023-07-19,Midwest
OPP000293,ACC00234,,Ironwood Group - Scale (Expansion),Expansion,Scale,8841,Closed Won,true,true,2024-01-05,2024-04-10,Midwest
OPP000294,ACC00235,LEAD002756,Blackwood Realty - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2024-02-11,2024-03-02,Southeast
OPP000295,ACC00235,,Blackwood Realty - Launch (Expansion),Expansion,Launch,2877,Closed Lost,true,false,2024-10-26,2025-01-19,Southeast
OPP000296,ACC00236,LEAD002019,Meridian & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-06-03,2025-07-01,Midwest
OPP000297,ACC00237,LEAD003226,Blackwood Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-11-03,2026-01-05,Midwest
OPP000298,ACC00238,,Beacon & Co. - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2026-03-01,2026-04-21,Northeast
OPP000299,ACC00239,LEAD001954,Blackwood Properties - All In (New Business),New Business,All In,33600,Closed Won,true,true,2025-05-10,2025-05-31,West
OPP000300,ACC00240,LEAD000734,Cypress Real Estate - Brand (New Business),New Business,Brand,10800,Prospecting,false,false,2026-05-24,2026-09-27,West
OPP000301,ACC00241,LEAD002410,Foxglove & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-07-30,2023-09-17,Northeast
OPP000302,ACC00242,LEAD000530,Ironwood Realty - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2025-05-04,2025-08-14,Northeast
OPP000303,ACC00243,LEAD003183,Ironwood Partners - Launch (New Business),New Business,Launch,6000,Negotiation,false,false,2026-04-14,2026-08-10,Northeast
OPP000304,ACC00244,LEAD000708,Stonebridge Properties - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2023-08-03,2023-11-01,West
OPP000305,ACC00245,LEAD003038,Stonebridge Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-09-21,2025-12-27,Northeast
OPP000306,ACC00246,LEAD003755,Ridgeline & Co. - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2024-12-08,2025-03-22,West
OPP000307,ACC00247,LEAD003237,Foxglove Properties - All In (New Business),New Business,All In,33600,Closed Won,true,true,2025-08-18,2025-11-19,Northeast
OPP000308,ACC00247,,Foxglove Properties - Launch (Expansion),Expansion,Launch,4085,Demo,false,false,2026-04-13,2026-06-23,Northeast
OPP000309,ACC00248,,Cornerstone Properties - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-07-02,2025-09-09,Southwest
OPP000310,ACC00249,LEAD001154,Foxglove Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-02-25,2024-05-18,Southwest
OPP000311,ACC00250,,Stonebridge Group - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-08-02,2025-11-13,West
OPP000312,ACC00251,LEAD002016,Ironwood Real Estate - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-03-13,2025-04-10,Midwest
OPP000313,ACC00252,LEAD003517,Ridgeline Properties - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2024-01-11,2024-02-20,Northeast
OPP000314,ACC00253,,Cypress & Co. - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-02-21,2024-04-02,West
OPP000315,ACC00254,,Cornerstone Group - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2023-06-19,2023-09-13,Southeast
OPP000316,ACC00255,LEAD002825,Harbor Real Estate - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2026-03-30,2026-05-04,Southwest
OPP000317,ACC00256,LEAD001896,Ironwood Realty - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2023-04-12,2023-07-07,Northeast
OPP000318,ACC00257,LEAD002185,Harbor Properties - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-08-09,2023-11-13,Midwest
OPP000319,ACC00258,LEAD003792,Summit Real Estate - All In (New Business),New Business,All In,33600,Closed Won,true,true,2023-10-17,2024-01-15,Southeast
OPP000320,ACC00259,LEAD003460,Cypress & Co. - All In (New Business),New Business,All In,33600,Closed Won,true,true,2024-08-24,2024-10-04,Midwest
OPP000321,ACC00260,LEAD001505,Stonebridge Group - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-09-30,2023-11-19,Midwest
OPP000322,ACC00261,LEAD003475,Harbor Partners - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2025-02-09,2025-04-17,Midwest
OPP000323,ACC00262,LEAD002761,Beacon & Co. - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2023-02-19,2023-03-29,Southeast
OPP000324,ACC00263,LEAD002196,Blackwood Group - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-04-02,2024-07-22,Southwest
OPP000325,ACC00263,,Blackwood Group - Brand (Expansion),Expansion,Brand,4336,Closed Lost,true,false,2024-12-02,2025-03-30,Southwest
OPP000326,ACC00264,LEAD001347,Ridgeline Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-09-01,2025-11-02,West
OPP000327,ACC00264,,Ridgeline Partners - Brand (Expansion),Expansion,Brand,3176,Demo,false,false,2026-05-05,2026-08-20,West
OPP000328,ACC00265,LEAD001371,Blackwood Realty - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-10-14,2024-11-24,Southwest
OPP000329,ACC00266,LEAD000458,Harbor & Co. - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-11-01,2025-01-30,Southwest
OPP000330,ACC00267,LEAD002743,Stonebridge Group - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2025-12-23,2026-02-17,Southwest
OPP000331,ACC00268,LEAD000686,Lakeshore Group - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-08-03,2023-09-04,West
OPP000332,ACC00269,,Ridgeline Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2026-02-27,2026-06-23,Southwest
OPP000333,ACC00270,LEAD000637,Ridgeline Realty - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2024-04-29,2024-06-04,Northeast
OPP000334,ACC00271,LEAD003678,Meridian & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-06-23,2023-10-14,Southwest
OPP000335,ACC00272,LEAD000209,Blackwood & Co. - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-12-24,2026-02-18,Southwest
OPP000336,ACC00273,,Summit Group - Launch (New Business),New Business,Launch,6000,Proposal,false,false,2026-06-11,2026-07-23,Southwest
OPP000337,ACC00274,LEAD003207,Harbor Realty - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-01-23,2024-04-10,Midwest
OPP000338,ACC00275,LEAD003786,Cypress Partners - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2025-05-09,2025-05-25,West
OPP000339,ACC00276,LEAD002750,Cypress Properties - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-08-13,2024-10-18,Northeast
OPP000340,ACC00277,LEAD003122,Harbor Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-07-06,2025-10-30,West
OPP000341,ACC00278,LEAD003784,Ridgeline & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-02-02,2024-03-19,Midwest
OPP000342,ACC00279,LEAD002953,Stonebridge Group - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2024-07-26,2024-08-12,Northeast
OPP000343,ACC00280,,Cypress Group - Launch (New Business),New Business,Launch,6000,Demo,false,false,2026-05-06,2026-06-23,Northeast
OPP000344,ACC00281,LEAD002827,Cypress Realty - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-08-14,2023-12-11,Midwest
OPP000345,ACC00282,LEAD001990,Summit Real Estate - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2023-12-11,2024-04-04,Midwest
OPP000346,ACC00283,LEAD001548,Foxglove Realty - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2023-07-04,2023-10-15,Midwest
OPP000347,ACC00284,LEAD003412,Blackwood Group - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-08-25,2025-12-15,Southeast
OPP000348,ACC00284,,Blackwood Group - All In (Expansion),Expansion,All In,13649,Discovery,false,false,2026-05-02,2026-07-06,Southeast
OPP000349,ACC00285,,Meridian Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-10-14,2024-11-26,Midwest
OPP000350,ACC00285,,Meridian Partners - Brand (Expansion),Expansion,Brand,5186,Closed Lost,true,false,2025-06-20,2025-07-17,Midwest
OPP000351,ACC00286,LEAD003684,Summit & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-01-05,2025-02-14,West
OPP000352,ACC00287,LEAD003049,Harbor Realty - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-05-29,2023-08-10,Southwest
OPP000353,ACC00287,,Harbor Realty - Brand (Expansion),Expansion,Brand,5153,Closed Won,true,true,2024-01-24,2024-03-04,Southwest
OPP000354,ACC00288,LEAD003994,Ironwood Realty - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2025-11-17,2026-03-16,West
OPP000355,ACC00289,LEAD000509,Stonebridge Group - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-11-11,2024-12-20,Midwest
OPP000356,ACC00290,LEAD000834,Ridgeline Partners - Launch (New Business),New Business,Launch,6000,Demo,false,false,2026-04-15,2026-08-29,Southwest
OPP000357,ACC00291,LEAD000832,Blackwood Realty - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2024-03-31,2024-04-16,Midwest
OPP000358,ACC00292,LEAD003241,Cornerstone Group - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-11-25,2024-12-23,Northeast
OPP000359,ACC00293,LEAD000595,Cypress Properties - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-04-28,2025-06-03,Southwest
OPP000360,ACC00294,LEAD002461,Ironwood Group - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2024-04-12,2024-08-03,West
OPP000361,ACC00295,,Lakeshore Realty - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-07-21,2025-08-23,West
OPP000362,ACC00295,,Lakeshore Realty - Brand (Expansion),Expansion,Brand,4468,Closed Won,true,true,2026-03-31,2026-06-19,West
OPP000363,ACC00296,LEAD003782,Foxglove Partners - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-04-01,2025-05-11,Southeast
OPP000364,ACC00297,LEAD001048,Meridian Properties - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2023-12-16,2024-01-04,Midwest
OPP000365,ACC00298,LEAD002822,Foxglove Real Estate - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2025-04-08,2025-08-06,West
OPP000366,ACC00299,LEAD003555,Ridgeline Realty - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2024-12-10,2025-04-06,Northeast
OPP000367,ACC00300,LEAD000904,Harbor Properties - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2026-05-25,2026-06-09,Southeast
OPP000368,ACC00301,LEAD000985,Ridgeline Properties - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-03-25,2025-07-06,Northeast
OPP000369,ACC00301,,Ridgeline Properties - Scale (Expansion),Expansion,Scale,12817,Closed Lost,true,false,2025-11-28,2026-03-18,Northeast
OPP000370,ACC00302,LEAD001336,Cornerstone Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-12-27,2025-01-25,West
OPP000371,ACC00303,LEAD003631,Summit Group - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2024-04-23,2024-05-22,West
OPP000372,ACC00304,,Cypress Group - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2026-05-25,2026-05-20,West
OPP000373,ACC00305,LEAD001323,Ridgeline & Co. - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2024-09-18,2024-11-28,Northeast
