subscription_id,account_id,opportunity_id,plan_tier,mrr,term_number,start_date,end_date,end_status
SUB000313,ACC00516,OPP000623,Launch,500,1,2025-08-07,2026-08-07,Active
SUB000314,ACC00521,OPP000630,All In,2800,1,2024-03-22,2025-03-22,Churned
SUB000315,ACC00524,OPP000634,Launch,500,1,2023-12-26,2024-12-25,Churned
SUB000316,ACC00526,OPP000636,Launch,500,1,2024-12-09,2025-12-09,Renewed
SUB000317,ACC00526,OPP000636,Launch,500,2,2025-12-09,2026-12-09,Active
SUB000318,ACC00527,OPP000637,Scale,1600,1,2025-07-15,2026-07-15,Active
SUB000319,ACC00531,OPP000642,Scale,1600,1,2025-11-03,2026-11-03,Active
SUB000320,ACC00532,OPP000643,Launch,500,1,2025-02-24,2026-02-24,Renewed
SUB000321,ACC00532,OPP000643,Launch,500,2,2026-02-24,2027-02-24,Active
SUB000322,ACC00534,OPP000645,Brand,900,1,2023-07-27,2024-07-26,Churned
SUB000323,ACC00535,OPP000646,Brand,900,1,2025-07-12,2026-07-12,Active
SUB000324,ACC00541,OPP000656,Brand,900,1,2023-07-23,2024-07-22,Churned
SUB000325,ACC00542,OPP000658,Brand,900,1,2024-02-08,2025-02-07,Renewed
SUB000326,ACC00542,OPP000658,Brand,900,2,2025-02-07,2026-02-07,Downgraded
SUB000327,ACC00542,OPP000658,Launch,500,3,2026-02-07,2027-02-07,Active
SUB000328,ACC00548,OPP000664,Brand,900,1,2025-10-02,2026-10-02,Active
SUB000329,ACC00550,OPP000666,Scale,1600,1,2024-11-27,2025-11-27,Renewed
SUB000330,ACC00550,OPP000666,Scale,1600,2,2025-11-27,2026-11-27,Active
SUB000331,ACC00551,OPP000667,Brand,900,1,2024-09-07,2025-09-07,Upgraded
SUB000332,ACC00551,OPP000667,Scale,1600,2,2025-09-07,2026-09-07,Active
SUB000333,ACC00555,OPP000671,Launch,500,1,2025-06-22,2026-06-22,Upgraded
SUB000334,ACC00555,OPP000671,Brand,900,2,2026-06-22,2027-06-22,Active
SUB000335,ACC00563,OPP000681,Launch,500,1,2025-12-13,2026-12-13,Active
SUB000336,ACC00565,OPP000684,Scale,1600,1,2025-02-10,2026-02-10,Renewed
SUB000337,ACC00565,OPP000684,Scale,1600,2,2026-02-10,2027-02-10,Active
SUB000338,ACC00566,OPP000685,Scale,1600,1,2025-05-22,2026-05-22,Renewed
SUB000339,ACC00566,OPP000685,Scale,1600,2,2026-05-22,2027-05-22,Active
SUB000340,ACC00568,OPP000688,Brand,900,1,2025-06-05,2026-06-05,Upgraded
SUB000341,ACC00568,OPP000688,Scale,1600,2,2026-06-05,2027-06-05,Active
SUB000342,ACC00572,OPP000693,Brand,900,1,2023-07-23,2024-07-22,Downgraded
SUB000343,ACC00572,OPP000693,Launch,500,2,2024-07-22,2025-07-22,Renewed
SUB000344,ACC00572,OPP000693,Launch,500,3,2025-07-22,2026-07-22,Active
SUB000345,ACC00574,OPP000695,Brand,900,1,2024-05-13,2025-05-13,Renewed
SUB000346,ACC00574,OPP000695,Brand,900,2,2025-05-13,2026-05-13,Downgraded
SUB000347,ACC00574,OPP000695,Launch,500,3,2026-05-13,2027-05-13,Active
SUB000348,ACC00581,OPP000704,Brand,900,1,2025-08-14,2026-08-14,Active
SUB000349,ACC00582,OPP000705,Scale,1600,1,2024-08-14,2025-08-14,Downgraded
SUB000350,ACC00582,OPP000705,Brand,900,2,2025-08-14,2026-08-14,Active
SUB000351,ACC00585,OPP000709,Scale,1600,1,2026-05-29,2027-05-29,Active
SUB000352,ACC00588,OPP000713,Brand,900,1,2026-01-29,2027-01-29,Active
SUB000353,ACC00589,OPP000714,Scale,1600,1,2025-06-17,2026-06-17,Upgraded
SUB000354,ACC00589,OPP000714,All In,2800,2,2026-06-17,2027-06-17,Active
SUB000355,ACC00592,OPP000717,Brand,900,1,2024-06-27,2025-06-27,Downgraded
SUB000356,ACC00592,OPP000717,Launch,500,2,2025-06-27,2026-06-27,Renewed
SUB000357,ACC00592,OPP000717,Launch,500,3,2026-06-27,2027-06-27,Active
SUB000358,ACC00595,OPP000723,Brand,900,1,2025-07-13,2026-07-13,Active
SUB000359,ACC00599,OPP000729,Brand,900,1,2026-01-02,2027-01-02,Active
SUB000360,ACC00601,OPP000732,Launch,500,1,2023-06-16,2024-06-15,Churned
SUB000361,ACC00602,OPP000734,Launch,500,1,2024-01-29,2025-01-28,Churned
SUB000362,ACC00603,OPP000735,Scale,1600,1,2023-06-11,2024-06-10,Churned
SUB000363,ACC00606,OPP000738,Launch,500,1,2023-11-13,2024-11-12,Upgraded
SUB000364,ACC00606,OPP000738,Brand,900,2,2024-11-12,2025-11-12,Renewed
SUB000365,ACC00606,OPP000738,Brand,900,3,2025-11-12,2026-11-12,Active
SUB000366,ACC00607,OPP000740,Brand,900,1,2026-05-20,2027-05-20,Active
SUB000367,ACC00612,OPP000746,Brand,900,1,2023-12-31,2024-12-30,Renewed
SUB000368,ACC00612,OPP000746,Brand,900,2,2024-12-30,2025-12-30,Churned
SUB000369,ACC00613,OPP000747,Brand,900,1,2025-09-08,2026-09-08,Active
SUB000370,ACC00616,OPP000750,Scale,1600,1,2024-03-25,2025-03-25,Upgraded
SUB000371,ACC00616,OPP000750,All In,2800,2,2025-03-25,2026-03-25,Churned
SUB000372,ACC00617,OPP000751,Scale,1600,1,2025-03-11,2026-03-11,Renewed
SUB000373,ACC00617,OPP000751,Scale,1600,2,2026-03-11,2027-03-11,Active
SUB000374,ACC00624,OPP000761,Brand,900,1,2024-07-10,2025-07-10,Upgraded
SUB000375,ACC00624,OPP000761,Scale,1600,2,2025-07-10,2026-07-10,Active
SUB000376,ACC00627,OPP000764,Brand,900,1,2023-11-12,2024-11-11,Downgraded
SUB000377,ACC00627,OPP000764,Launch,500,2,2024-11-11,2025-11-11,Downgraded
SUB000378,ACC00627,OPP000764,Launch,500,3,2025-11-11,2026-11-11,Active
SUB000379,ACC00631,OPP000770,All In,2800,1,2025-08-01,2026-08-01,Active
SUB000380,ACC00637,OPP000778,Brand,900,1,2025-01-29,2026-01-29,Renewed
SUB000381,ACC00637,OPP000778,Brand,900,2,2026-01-29,2027-01-29,Active
SUB000382,ACC00638,OPP000779,Brand,900,1,2025-06-18,2026-06-18,Upgraded
SUB000383,ACC00638,OPP000779,Scale,1600,2,2026-06-18,2027-06-18,Active
SUB000384,ACC00645,OPP000788,Launch,500,1,2025-08-06,2026-08-06,Active
SUB000385,ACC00650,OPP000795,Brand,900,1,2024-08-11,2025-08-11,Downgraded
SUB000386,ACC00650,OPP000795,Launch,500,2,2025-08-11,2026-08-11,Active
SUB000387,ACC00651,OPP000796,Launch,500,1,2024-11-18,2025-11-18,Downgraded
SUB000388,ACC00651,OPP000796,Launch,500,2,2025-11-18,2026-11-18,Active
SUB000389,ACC00653,OPP000798,Brand,900,1,2023-07-09,2024-07-08,Renewed
SUB000390,ACC00653,OPP000798,Brand,900,2,2024-07-08,2025-07-08,Churned
SUB000391,ACC00655,OPP000801,Launch,500,1,2024-11-14,2025-11-14,Downgraded
SUB000392,ACC00655,OPP000801,Launch,500,2,2025-11-14,2026-11-14,Active
SUB000393,ACC00657,OPP000803,Scale,1600,1,2024-09-14,2025-09-14,Renewed
SUB000394,ACC00657,OPP000803,Scale,1600,2,2025-09-14,2026-09-14,Active
SUB000395,ACC00658,OPP000805,Brand,900,1,2023-09-14,2024-09-13,Downgraded
SUB000396,ACC00658,OPP000805,Launch,500,2,2024-09-13,2025-09-13,Renewed
SUB000397,ACC00658,OPP000805,Launch,500,3,2025-09-13,2026-09-13,Active
SUB000398,ACC00662,OPP000809,Launch,500,1,2023-11-09,2024-11-08,Renewed
SUB000399,ACC00662,OPP000809,Launch,500,2,2024-11-08,2025-11-08,Renewed
SUB000400,ACC00662,OPP000809,Launch,500,3,2025-11-08,2026-11-08,Active
SUB000401,ACC00663,OPP000810,Brand,900,1,2023-12-25,2024-12-24,Renewed
SUB000402,ACC00663,OPP000810,Brand,900,2,2024-12-24,2025-12-24,Upgraded
SUB000403,ACC00663,OPP000810,Scale,1600,3,2025-12-24,2026-12-24,Active
SUB000404,ACC00666,OPP000814,Scale,1600,1,2024-02-12,2025-02-11,Upgraded
SUB000405,ACC00666,OPP000814,All In,2800,2,2025-02-11,2026-02-11,Downgraded
SUB000406,ACC00666,OPP000814,Scale,1600,3,2026-02-11,2027-02-11,Active
SUB000407,ACC00670,OPP000820,Brand,900,1,2025-05-25,2026-05-25,Renewed
SUB000408,ACC00670,OPP000820,Brand,900,2,2026-05-25,2027-05-25,Active
SUB000409,ACC00671,OPP000821,All In,2800,1,2024-06-09,2025-06-09,Renewed
SUB000410,ACC00671,OPP000821,All In,2800,2,2025-06-09,2026-06-09,Renewed
SUB000411,ACC00671,OPP000821,All In,2800,3,2026-06-09,2027-06-09,Active
SUB000412,ACC00672,OPP000822,Launch,500,1,2025-06-16,2026-06-16,Upgraded
SUB000413,ACC00672,OPP000822,Brand,900,2,2026-06-16,2027-06-16,Active
SUB000414,ACC00676,OPP000826,Launch,500,1,2026-01-31,2027-01-31,Active
SUB000415,ACC00683,OPP000834,All In,2800,1,2024-10-16,2025-10-16,Churned
SUB000416,ACC00686,OPP000838,Launch,500,1,2025-09-24,2026-09-24,Active
SUB000417,ACC00687,OPP000839,All In,2800,1,2026-06-07,2027-06-07,Active
SUB000418,ACC00688,OPP000840,Brand,900,1,2025-04-25,2026-04-25,Renewed
SUB000419,ACC00688,OPP000840,Brand,900,2,2026-04-25,2027-04-25,Active
SUB000420,ACC00690,OPP000842,All In,2800,1,2026-06-29,2027-06-29,Active
SUB000421,ACC00692,OPP000845,Scale,1600,1,2023-09-21,2024-09-20,Downgraded
SUB000422,ACC00692,OPP000845,Brand,900,2,2024-09-20,2025-09-20,Churned
SUB000423,ACC00693,OPP000846,All In,2800,1,2024-07-30,2025-07-30,Renewed
SUB000424,ACC00693,OPP000846,All In,2800,2,2025-07-30,2026-07-30,Active
SUB000425,ACC00699,OPP000853,Scale,1600,1,2025-02-03,2026-02-03,Renewed
SUB000426,ACC00699,OPP000853,Scale,1600,2,2026-02-03,2027-02-03,Active
SUB000427,ACC00705,OPP000862,Brand,900,1,2025-05-17,2026-05-17,Churned
SUB000428,ACC00706,OPP000863,Launch,500,1,2023-10-30,2024-10-29,Downgraded
SUB000429,ACC00706,OPP000863,Launch,500,2,2024-10-29,2025-10-29,Upgraded
SUB000430,ACC00706,OPP000863,Brand,900,3,2025-10-29,2026-10-29,Active
SUB000431,ACC00707,OPP000865,Launch,500,1,2025-04-11,2026-04-11,Downgraded
SUB000432,ACC00707,OPP000865,Launch,500,2,2026-04-11,2027-04-11,Active
SUB000433,ACC00710,OPP000868,Brand,900,1,2023-05-24,2024-05-23,Renewed
SUB000434,ACC00710,OPP000868,Brand,900,2,2024-05-23,2025-05-23,Renewed
SUB000435,ACC00710,OPP000868,Brand,900,3,2025-05-23,2026-05-23,Renewed
SUB000436,ACC00710,OPP000868,Brand,900,4,2026-05-23,2027-05-23,Active
SUB000437,ACC00711,OPP000870,All In,2800,1,2024-02-03,2025-02-02,Renewed
SUB000438,ACC00711,OPP000870,All In,2800,2,2025-02-02,2026-02-02,Upgraded
SUB000439,ACC00711,OPP000870,All In,2800,3,2026-02-02,2027-02-02,Active
SUB000440,ACC00712,OPP000871,Scale,1600,1,2025-01-05,2026-01-05,Renewed
SUB000441,ACC00712,OPP000871,Scale,1600,2,2026-01-05,2027-01-05,Active
SUB000442,ACC00714,OPP000874,Launch,500,1,2023-09-23,2024-09-22,Downgraded
SUB000443,ACC00714,OPP000874,Launch,500,2,2024-09-22,2025-09-22,Churned
SUB000444,ACC00715,OPP000875,All In,2800,1,2023-05-08,2024-05-07,Renewed
SUB000445,ACC00715,OPP000875,All In,2800,2,2024-05-07,2025-05-07,Renewed
SUB000446,ACC00715,OPP000875,All In,2800,3,2025-05-07,2026-05-07,Downgraded
SUB000447,ACC00715,OPP000875,Scale,1600,4,2026-05-07,2027-05-07,Active
SUB000448,ACC00719,OPP000879,Brand,900,1,2023-11-22,2024-11-21,Churned
SUB000449,ACC00720,OPP000881,Brand,900,1,2025-03-04,2026-03-04,Downgraded
SUB000450,ACC00720,OPP000881,Launch,500,2,2026-03-04,2027-03-04,Active
SUB000451,ACC00726,OPP000889,Brand,900,1,2026-04-23,2027-04-23,Active
SUB000452,ACC00727,OPP000890,Launch,500,1,2024-08-31,2025-08-31,Upgraded
SUB000453,ACC00727,OPP000890,Brand,900,2,2025-08-31,2026-08-31,Active
SUB000454,ACC00728,OPP000891,Brand,900,1,2023-05-22,2024-05-21,Renewed
SUB000455,ACC00728,OPP000891,Brand,900,2,2024-05-21,2025-05-21,Downgraded
SUB000456,ACC00728,OPP000891,Launch,500,3,2025-05-21,2026-05-21,Churned
SUB000457,ACC00730,OPP000895,Launch,500,1,2025-08-05,2026-08-05,Active
SUB000458,ACC00733,OPP000899,Brand,900,1,2024-07-26,2025-07-26,Churned
SUB000459,ACC00734,OPP000901,Brand,900,1,2025-08-07,2026-08-07,Active
SUB000460,ACC00736,OPP000903,Scale,1600,1,2025-06-12,2026-06-12,Downgraded
SUB000461,ACC00736,OPP000903,Brand,900,2,2026-06-12,2027-06-12,Active
SUB000462,ACC00740,OPP000907,Launch,500,1,2025-12-01,2026-12-01,Active
SUB000463,ACC00741,OPP000909,Scale,1600,1,2025-05-04,2026-05-04,Churned
SUB000464,ACC00742,OPP000910,Launch,500,1,2023-04-04,2024-04-03,Churned
SUB000465,ACC00748,OPP000920,Launch,500,1,2024-08-03,2025-08-03,Renewed
SUB000466,ACC00748,OPP000920,Launch,500,2,2025-08-03,2026-08-03,Active
SUB000467,ACC00749,OPP000921,Brand,900,1,2026-06-21,2027-06-21,Active
SUB000468,ACC00751,OPP000923,Launch,500,1,2023-05-19,2024-05-18,Churned
SUB000469,ACC00753,OPP000925,Scale,1600,1,2025-09-12,2026-09-12,Active
SUB000470,ACC00754,OPP000926,Brand,900,1,2025-06-16,2026-06-16,Renewed
SUB000471,ACC00754,OPP000926,Brand,900,2,2026-06-16,2027-06-16,Active
SUB000472,ACC00755,OPP000927,Launch,500,1,2025-03-16,2026-03-16,Renewed
SUB000473,ACC00755,OPP000927,Launch,500,2,2026-03-16,2027-03-16,Active
SUB000474,ACC00759,OPP000932,Launch,500,1,2024-04-21,2025-04-21,Downgraded
SUB000475,ACC00759,OPP000932,Launch,500,2,2025-04-21,2026-04-21,Renewed
SUB000476,ACC00759,OPP000932,Launch,500,3,2026-04-21,2027-04-21,Active
SUB000477,ACC00761,OPP000934,Launch,500,1,2024-07-24,2025-07-24,Upgraded
SUB000478,ACC00761,OPP000934,Brand,900,2,2025-07-24,2026-07-24,Active
SUB000479,ACC00764,OPP000938,Brand,900,1,2026-04-22,2027-04-22,Active
SUB000480,ACC00767,OPP000942,Launch,500,1,2024-06-29,2025-06-29,Upgraded
SUB000481,ACC00767,OPP000942,Brand,900,2,2025-06-29,2026-06-29,Downgraded
SUB000482,ACC00767,OPP000942,Launch,500,3,2026-06-29,2027-06-29,Active
SUB000483,ACC00769,OPP000944,Brand,900,1,2026-02-09,2027-02-09,Active
SUB000484,ACC00771,OPP000946,Brand,900,1,2024-04-25,2025-04-25,Renewed
SUB000485,ACC00771,OPP000946,Brand,900,2,2025-04-25,2026-04-25,Upgraded
SUB000486,ACC00771,OPP000946,Scale,1600,3,2026-04-25,2027-04-25,Active
SUB000487,ACC00773,OPP000949,All In,2800,1,2025-04-02,2026-04-02,Upgraded
SUB000488,ACC00773,OPP000949,All In,2800,2,2026-04-02,2027-04-02,Active
SUB000489,ACC00777,OPP000954,Scale,1600,1,2026-01-19,2027-01-19,Active
SUB000490,ACC00779,OPP000956,Launch,500,1,2024-01-20,2025-01-19,Upgraded
SUB000491,ACC00779,OPP000956,Brand,900,2,2025-01-19,2026-01-19,Renewed
SUB000492,ACC00779,OPP000956,Brand,900,3,2026-01-19,2027-01-19,Active
SUB000493,ACC00785,OPP000963,Scale,1600,1,2024-05-24,2025-05-24,Upgraded
SUB000494,ACC00785,OPP000963,All In,2800,2,2025-05-24,2026-05-24,Renewed
SUB000495,ACC00785,OPP000963,All In,2800,3,2026-05-24,2027-05-24,Active
SUB000496,ACC00786,OPP000965,Launch,500,1,2025-10-11,2026-10-11,Active
SUB000497,ACC00787,OPP000966,Brand,900,1,2026-03-02,2027-03-02,Active
SUB000498,ACC00793,OPP000975,Scale,1600,1,2025-08-12,2026-08-12,Active
SUB000499,ACC00800,OPP000986,Scale,1600,1,2024-10-09,2025-10-09,Renewed
SUB000500,ACC00800,OPP000986,Scale,1600,2,2025-10-09,2026-10-09,Active
SUB000501,ACC00801,OPP000988,Launch,500,1,2023-09-16,2024-09-15,Upgraded
SUB000502,ACC00801,OPP000988,Brand,900,2,2024-09-15,2025-09-15,Downgraded
SUB000503,ACC00801,OPP000988,Launch,500,3,2025-09-15,2026-09-15,Active
SUB000504,ACC00806,OPP000993,Scale,1600,1,2023-06-13,2024-06-12,Downgraded
SUB000505,ACC00806,OPP000993,Brand,900,2,2024-06-12,2025-06-12,Upgraded
SUB000506,ACC00806,OPP000993,Scale,1600,3,2025-06-12,2026-06-12,Churned
SUB000507,ACC00809,OPP000996,Launch,500,1,2024-07-22,2025-07-22,Downgraded
SUB000508,ACC00809,OPP000996,Launch,500,2,2025-07-22,2026-07-22,Active
SUB000509,ACC00811,OPP000999,Scale,1600,1,2023-08-22,2024-08-21,Renewed
SUB000510,ACC00811,OPP000999,Scale,1600,2,2024-08-21,2025-08-21,Downgraded
SUB000511,ACC00811,OPP000999,Brand,900,3,2025-08-21,2026-08-21,Active
SUB000512,ACC00812,OPP001001,All In,2800,1,2026-05-03,2027-05-03,Active
SUB000513,ACC00813,OPP001002,Launch,500,1,2025-06-19,2026-06-19,Upgraded
SUB000514,ACC00813,OPP001002,Brand,900,2,2026-06-19,2027-06-19,Active
SUB000515,ACC00820,OPP001011,All In,2800,1,2024-09-03,2025-09-03,Churned
SUB000516,ACC00821,OPP001012,Brand,900,1,2024-07-29,2025-07-29,Renewed
SUB000517,ACC00821,OPP001012,Brand,900,2,2025-07-29,2026-07-29,Active
SUB000518,ACC00830,OPP001024,Launch,500,1,2024-07-16,2025-07-16,Renewed
SUB000519,ACC00830,OPP001024,Launch,500,2,2025-07-16,2026-07-16,Active
SUB000520,ACC00833,OPP001027,Launch,500,1,2025-09-10,2026-09-10,Active
SUB000521,ACC00834,OPP001028,Launch,500,1,2023-10-23,2024-10-22,Upgraded
SUB000522,ACC00834,OPP001028,Brand,900,2,2024-10-22,2025-10-22,Renewed
SUB000523,ACC00834,OPP001028,Brand,900,3,2025-10-22,2026-10-22,Active
SUB000524,ACC00839,OPP001035,Scale,1600,1,2024-03-24,2025-03-24,Upgraded
SUB000525,ACC00839,OPP001035,All In,2800,2,2025-03-24,2026-03-24,Renewed
SUB000526,ACC00839,OPP001035,All In,2800,3,2026-03-24,2027-03-24,Active
SUB000527,ACC00840,OPP001036,Scale,1600,1,2024-12-07,2025-12-07,Downgraded
SUB000528,ACC00840,OPP001036,Brand,900,2,2025-12-07,2026-12-07,Active
SUB000529,ACC00846,OPP001042,Brand,900,1,2026-02-28,2027-02-28,Active
SUB000530,ACC00847,OPP001043,All In,2800,1,2025-09-17,2026-09-17,Active
SUB000531,ACC00850,OPP001046,Brand,900,1,2023-06-11,2024-06-10,Churned
SUB000532,ACC00856,OPP001054,All In,2800,1,2026-05-15,2027-05-15,Active
SUB000533,ACC00860,OPP001058,Scale,1600,1,2026-01-23,2027-01-23,Active
SUB000534,ACC00862,OPP001060,Launch,500,1,2023-08-26,2024-08-25,Churned
SUB000535,ACC00865,OPP001063,Brand,900,1,2025-11-21,2026-11-21,Active
SUB000536,ACC00868,OPP001068,Launch,500,1,2023-05-27,2024-05-26,Renewed
SUB000537,ACC00868,OPP001068,Launch,500,2,2024-05-26,2025-05-26,Downgraded
SUB000538,ACC00868,OPP001068,Launch,500,3,2025-05-26,2026-05-26,Downgraded
SUB000539,ACC00868,OPP001068,Launch,500,4,2026-05-26,2027-05-26,Active
SUB000540,ACC00871,OPP001072,Scale,1600,1,2025-07-27,2026-07-27,Active
SUB000541,ACC00877,OPP001079,Scale,1600,1,2024-03-16,2025-03-16,Churned
SUB000542,ACC00882,OPP001086,Launch,500,1,2024-06-09,2025-06-09,Downgraded
SUB000543,ACC00882,OPP001086,Launch,500,2,2025-06-09,2026-06-09,Renewed
SUB000544,ACC00882,OPP001086,Launch,500,3,2026-06-09,2027-06-09,Active
SUB000545,ACC00883,OPP001087,All In,2800,1,2024-04-30,2025-04-30,Renewed
SUB000546,ACC00883,OPP001087,All In,2800,2,2025-04-30,2026-04-30,Upgraded
SUB000547,ACC00883,OPP001087,All In,2800,3,2026-04-30,2027-04-30,Active
SUB000548,ACC00900,OPP001107,Brand,900,1,2023-05-06,2024-05-05,Upgraded
SUB000549,ACC00900,OPP001107,Scale,1600,2,2024-05-05,2025-05-05,Renewed
SUB000550,ACC00900,OPP001107,Scale,1600,3,2025-05-05,2026-05-05,Renewed
SUB000551,ACC00900,OPP001107,Scale,1600,4,2026-05-05,2027-05-05,Active
