account_id,account_name,segment,industry,billing_state,billing_region,employee_count,created_date
ACC00307,Lakeshore Real Estate,Solo Agent,Residential Real Estate,MA,Northeast,1,2026-03-08
ACC00308,Harbor & Co.,Solo Agent,Luxury Residential,OR,West,1,2024-10-16
ACC00309,Stonebridge Realty,Small Team,Commercial Real Estate,TX,Southwest,5,2024-12-18
ACC00310,Harbor Partners,Small Team,Commercial Real Estate,SC,Southeast,3,2025-02-14
ACC00311,Harbor Group,Solo Agent,Commercial Real Estate,WA,West,1,2024-10-14
ACC00312,Foxglove Properties,Solo Agent,Residential Real Estate,NV,West,1,2025-09-15
ACC00313,Blackwood Properties,Brokerage,Commercial Real Estate,TX,Southwest,312,2025-04-18
ACC00314,Blackwood & Co.,Solo Agent,Residential Real Estate,SC,Southeast,1,2025-01-08
ACC00315,Harbor Group,Solo Agent,Residential Real Estate,CO,Southwest,1,2024-08-20
ACC00316,Ironwood Group,Small Team,Luxury Residential,WA,West,2,2025-03-04
ACC00317,Stonebridge & Co.,Solo Agent,Residential Real Estate,FL,Southeast,1,2024-07-04
ACC00318,Ironwood Real Estate,Brokerage,Luxury Residential,TN,Southeast,274,2026-04-22
ACC00319,Beacon Properties,Solo Agent,Luxury Residential,OH,Midwest,1,2023-03-13
ACC00320,Foxglove Properties,Solo Agent,Luxury Residential,OR,West,1,2025-06-10
ACC00321,Cypress Partners,Small Team,Commercial Real Estate,FL,Southeast,2,2026-02-04
ACC00322,Meridian Realty,Small Team,Residential Real Estate,NM,Southwest,5,2026-04-08
ACC00323,Ironwood Properties,Small Team,Residential Real Estate,SC,Southeast,2,2025-08-26
ACC00324,Summit Group,Solo Agent,Commercial Real Estate,NM,Southwest,1,2025-08-31
ACC00325,Stonebridge Partners,Brokerage,Luxury Residential,OR,West,340,2024-04-11
ACC00326,Cypress Group,Solo Agent,Property Management,CA,West,1,2024-03-08
ACC00327,Cornerstone Realty,Solo Agent,Residential Real Estate,MA,Northeast,1,2025-12-09
ACC00328,Harbor & Co.,Solo Agent,Property Management,TX,Southwest,1,2025-08-08
ACC00329,Blackwood & Co.,Solo Agent,Commercial Real Estate,FL,Southeast,1,2025-08-29
ACC00330,Foxglove Properties,Large Team,Luxury Residential,NM,Southwest,9,2024-03-14
ACC00331,Summit Properties,Small Team,Luxury Residential,OR,West,7,2023-09-28
ACC00332,Beacon Group,Large Team,Property Management,SC,Southeast,12,2024-12-15
ACC00333,Harbor Partners,Brokerage,Commercial Real Estate,NY,Northeast,197,2025-02-05
ACC00334,Cornerstone Realty,Solo Agent,Luxury Residential,MO,Midwest,1,2024-09-03
ACC00335,Ironwood Partners,Small Team,Commercial Real Estate,CO,Southwest,6,2025-10-15
ACC00336,Foxglove Group,Small Team,Property Management,MO,Midwest,8,2024-03-31
ACC00337,Blackwood & Co.,Solo Agent,Property Management,PA,Northeast,1,2023-07-19
ACC00338,Lakeshore Group,Solo Agent,Commercial Real Estate,OR,West,1,2024-04-02
ACC00339,Cornerstone Real Estate,Large Team,Residential Real Estate,CA,West,18,2026-04-10
ACC00340,Lakeshore Partners,Large Team,Luxury Residential,NV,West,14,2023-11-05
ACC00341,Summit Partners,Solo Agent,Commercial Real Estate,NC,Southeast,1,2023-12-29
ACC00342,Foxglove Partners,Small Team,Luxury Residential,CO,Southwest,5,2023-06-30
ACC00343,Cypress Properties,Small Team,Residential Real Estate,CA,West,7,2025-02-03
ACC00344,Blackwood Properties,Solo Agent,Property Management,IL,Midwest,1,2023-07-30
ACC00345,Ridgeline Group,Small Team,Property Management,CT,Northeast,8,2024-11-22
ACC00346,Summit Real Estate,Solo Agent,Luxury Residential,SC,Southeast,1,2024-04-04
ACC00347,Summit & Co.,Solo Agent,Residential Real Estate,CA,West,1,2024-06-07
ACC00348,Ridgeline Properties,Solo Agent,Commercial Real Estate,FL,Southeast,1,2026-01-25
ACC00349,Harbor Real Estate,Solo Agent,Luxury Residential,PA,Northeast,1,2026-05-25
ACC00350,Cornerstone Group,Solo Agent,Commercial Real Estate,TN,Southeast,1,2024-02-14
ACC00351,Summit & Co.,Large Team,Commercial Real Estate,FL,Southeast,27,2025-09-11
ACC00352,Harbor Group,Solo Agent,Residential Real Estate,GA,Southeast,1,2023-07-04
ACC00353,Lakeshore & Co.,Solo Agent,Residential Real Estate,OR,West,1,2023-12-24
ACC00354,Beacon Real Estate,Solo Agent,Luxury Residential,OR,West,1,2023-10-11
ACC00355,Stonebridge Partners,Solo Agent,Commercial Real Estate,NV,West,1,2025-07-23
ACC00356,Meridian Partners,Brokerage,Residential Real Estate,NV,West,214,2023-11-23
ACC00357,Harbor Partners,Solo Agent,Property Management,CT,Northeast,1,2023-09-25
ACC00358,Foxglove Group,Solo Agent,Luxury Residential,MO,Midwest,1,2025-12-10
ACC00359,Cypress Real Estate,Solo Agent,Luxury Residential,FL,Southeast,1,2025-02-27
ACC00360,Lakeshore Properties,Large Team,Residential Real Estate,NC,Southeast,25,2023-12-05
ACC00361,Beacon Real Estate,Small Team,Luxury Residential,CT,Northeast,8,2025-04-05
ACC00362,Ironwood Realty,Solo Agent,Residential Real Estate,MO,Midwest,1,2025-10-15
ACC00363,Beacon Group,Small Team,Luxury Residential,NJ,Northeast,8,2025-11-07
ACC00364,Lakeshore & Co.,Small Team,Property Management,MN,Midwest,2,2026-05-13
ACC00365,Summit Properties,Solo Agent,Commercial Real Estate,NV,West,1,2024-08-20
ACC00366,Ironwood Properties,Small Team,Residential Real Estate,MN,Midwest,7,2024-01-20
ACC00367,Beacon Partners,Solo Agent,Residential Real Estate,SC,Southeast,1,2026-04-20
ACC00368,Ridgeline & Co.,Small Team,Property Management,WA,West,2,2025-06-05
ACC00369,Meridian & Co.,Small Team,Property Management,MA,Northeast,5,2024-10-21
ACC00370,Stonebridge Real Estate,Large Team,Property Management,NC,Southeast,26,2023-10-10
ACC00371,Ridgeline & Co.,Solo Agent,Commercial Real Estate,AZ,Southwest,1,2024-08-18
ACC00372,Cypress Group,Small Team,Property Management,CT,Northeast,6,2026-03-14
ACC00373,Ridgeline Group,Solo Agent,Luxury Residential,NC,Southeast,1,2023-04-26
ACC00374,Beacon Realty,Solo Agent,Residential Real Estate,MO,Midwest,1,2026-01-13
ACC00375,Ironwood Partners,Solo Agent,Residential Real Estate,NC,Southeast,1,2024-08-12
ACC00376,Stonebridge & Co.,Large Team,Luxury Residential,NJ,Northeast,15,2025-06-26
ACC00377,Stonebridge Real Estate,Solo Agent,Luxury Residential,FL,Southeast,1,2023-06-02
ACC00378,Beacon & Co.,Solo Agent,commercial real estate,MA,Northeast,1,2023-11-26
ACC00379,Cypress Group,Large Team,Property Management,CA,West,16,2024-09-08
ACC00380,Cypress Partners,Solo Agent,Luxury Residential,NY,Northeast,1,2025-10-31
ACC00381,Meridian Real Estate,Solo Agent,Luxury Residential,MN,Midwest,1,2024-08-24
ACC00382,Lakeshore Partners,Solo Agent,Residential Real Estate,FL,Southeast,1,2024-05-14
ACC00383,Blackwood & Co.,Large Team,Property Management,WA,West,11,2025-02-06
ACC00384,Cornerstone & Co.,Brokerage,Residential Real Estate,AZ,Southwest,136,2026-01-06
ACC00385,Ridgeline Realty,Large Team,Residential Real Estate,CT,Northeast,11,2025-06-10
ACC00386,Cornerstone Group,Solo Agent,Residential Real Estate,NV,West,1,2024-05-30
ACC00387,Foxglove & Co.,Solo Agent,Residential Real Estate,SC,Southeast,1,2025-03-08
ACC00388,Foxglove Group,Solo Agent,Residential Real Estate,CA,West,1,2025-10-26
ACC00389,Cornerstone Properties,Large Team,Property Management,TN,Southeast,13,2023-03-05
ACC00390,Summit Real Estate,Brokerage,Luxury Residential,MO,Midwest,74,2023-01-23
ACC00391,Foxglove Real Estate,Solo Agent,Luxury Residential,OH,Midwest,1,2024-12-05
ACC00392,Cypress Partners,Solo Agent,Residential Real Estate,MO,Midwest,1,2024-01-07
ACC00393,Lakeshore Properties,Solo Agent,Property Management,OH,Midwest,1,2026-04-04
ACC00394,Blackwood & Co.,Solo Agent,Commercial Real Estate,AZ,Southwest,1,2025-07-11
ACC00395,Foxglove Partners,Solo Agent,Luxury Residential,NM,Southwest,1,2024-05-19
ACC00396,Harbor Properties,Small Team,Commercial Real Estate,SC,Southeast,8,2025-01-04
ACC00397,Cypress & Co.,Solo Agent,Residential Real Estate,NY,Northeast,1,2023-06-06
ACC00398,Ridgeline Group,Small Team,Property Management,NV,West,8,2026-01-18
ACC00399,Cypress Realty,Small Team,Residential Real Estate,AZ,Southwest,8,2025-11-11
ACC00400,Beacon Group,Solo Agent,Luxury Residential,FL,Southeast,1,2026-03-05
ACC00401,Cypress Group,Solo Agent,Residential Real Estate,NV,West,1,2024-04-24
ACC00402,Blackwood Real Estate,Solo Agent,Commercial Real Estate,MO,Midwest,1,2025-12-03
ACC00403,Cornerstone Real Estate,Small Team,Commercial Real Estate,MN,Midwest,8,2023-06-09
ACC00404,Cornerstone Realty,Large Team,Luxury Residential,SC,Southeast,13,2023-01-14
ACC00405,Lakeshore & Co.,Solo Agent,Luxury Residential,TX,Southwest,1,2023-08-31
ACC00406,Ridgeline Real Estate,Small Team,Residential Real Estate,AZ,Southwest,7,2025-04-21
ACC00407,Cypress Partners,Solo Agent,Commercial Real Estate,PA,Northeast,1,2023-12-07
ACC00408,Ridgeline Properties,Solo Agent,Property Management,NV,West,1,2026-05-27
ACC00409,Lakeshore Partners,Small Team,Luxury Residential,PA,Northeast,3,2024-06-25
ACC00410,Meridian Realty,Solo Agent,Property Management,AZ,Southwest,1,2024-02-19
ACC00411,Ridgeline Real Estate,Small Team,Residential Real Estate,PA,Northeast,8,2023-08-29
ACC00412,Ironwood Properties,Small Team,Residential Real Estate,TN,Southeast,4,2025-01-28
ACC00413,Cornerstone Realty,Solo Agent,Commercial Real Estate,NJ,Northeast,1,2023-10-02
ACC00414,Cornerstone & Co.,Small Team,Residential Real Estate,OR,West,4,2023-08-30
ACC00415,Ironwood Real Estate,Small Team,Commercial Real Estate,NC,Southeast,7,2024-06-03
ACC00416,Cypress Real Estate,Small Team,Property Management,TN,Southeast,4,2026-02-15
ACC00417,Stonebridge Properties,Small Team,Luxury Residential,FL,Southeast,6,2023-09-01
ACC00418,Foxglove Realty,Small Team,Luxury Residential,NY,Northeast,5,2023-04-17
ACC00419,Summit & Co.,Solo Agent,Commercial Real Estate,NV,West,1,2024-03-30
ACC00420,Ridgeline & Co.,Small Team,Residential Real Estate,MN,Midwest,2,2026-05-08
ACC00421,Foxglove Realty,Solo Agent,Luxury Residential,NJ,Northeast,1,2023-03-10
ACC00422,Ironwood Real Estate,Brokerage,Commercial Real Estate,WA,West,77,2025-03-29
ACC00423,Blackwood Properties,Solo Agent,Commercial Real Estate,PA,Northeast,1,2026-02-19
ACC00424,Cypress Group,Solo Agent,Residential Real Estate,OR,West,1,2025-04-13
ACC00425,Ironwood Real Estate,Large Team,Commercial Real Estate,CT,Northeast,19,2026-03-23
ACC00426,Harbor Partners,Large Team,Property Management,GA,Southeast,19,2023-02-26
ACC00427,Harbor Partners,Small Team,Commercial Real Estate,MI,Midwest,6,2023-01-20
ACC00428,Stonebridge & Co.,Solo Agent,Commercial Real Estate,OH,Midwest,1,2026-03-20
ACC00429,Cornerstone Real Estate,Large Team,Luxury Residential,NM,Southwest,12,2024-02-28
ACC00430,Cypress Realty,Small Team,Residential Real Estate,NV,West,6,2025-10-05
ACC00431,Cypress Group,Large Team,Luxury Residential,CT,Northeast,27,2025-10-02
ACC00432,Summit Real Estate,Small Team,Property Management,OR,West,8,2025-05-16
ACC00433,Summit Realty,Brokerage,Property Management,GA,Southeast,197,2025-11-27
ACC00434,Cornerstone Group,Small Team,Luxury Residential,MN,Midwest,4,2024-06-15
ACC00435,Blackwood Partners,Solo Agent,Commercial Real Estate,GA,Southeast,1,2025-02-01
ACC00436,Cornerstone Properties,Small Team,Property Management,WA,West,8,2024-04-27
ACC00437,Blackwood Group,Small Team,Commercial Real Estate,SC,Southeast,5,2025-11-24
ACC00438,Harbor Partners,Solo Agent,Property Management,NM,Southwest,1,2024-06-04
ACC00439,Harbor Group,Brokerage,commercial real estate,PA,Northeast,363,2024-06-11
ACC00440,Cypress Partners,Solo Agent,Commercial Real Estate,CT,Northeast,1,2024-08-05
ACC00441,Lakeshore Partners,Small Team,Luxury Residential,SC,Southeast,8,2023-10-24
ACC00442,Stonebridge Group,Solo Agent,Commercial Real Estate,CO,Southwest,1,2024-10-04
ACC00443,Summit Properties,Brokerage,Luxury Residential,MA,Northeast,138,2025-04-27
ACC00444,Beacon Real Estate,Solo Agent,Residential Real Estate,TX,Southwest,1,2023-07-15
ACC00445,Ironwood Group,Solo Agent,Residential Real Estate,WA,West,1,2023-11-15
ACC00446,Lakeshore Group,Solo Agent,residential real estate,CO,Southwest,1,2023-12-16
ACC00447,Beacon & Co.,Solo Agent,Luxury Residential,PA,Northeast,1,2026-01-09
ACC00448,Harbor Partners,Solo Agent,Property Management,NJ,Northeast,1,2024-12-12
ACC00449,Beacon Real Estate,Solo Agent,Luxury Residential,IL,Midwest,1,2025-12-07
ACC00450,Cypress Group,Large Team,Luxury Residential,WA,West,22,2024-08-22
ACC00451,Harbor Partners,Solo Agent,Property Management,AZ,Southwest,1,2025-03-09
ACC00452,Harbor & Co.,Solo Agent,Luxury Residential,MN,Midwest,1,2023-05-21
ACC00453,Summit Properties,Solo Agent,Residential Real Estate,TX,Southwest,1,2023-11-08
ACC00454,Beacon Properties,Small Team,Residential Real Estate,NC,Southeast,4,2024-04-21
ACC00455,Ridgeline Realty,Small Team,Commercial Real Estate,NC,Southeast,2,2023-03-06
ACC00456,Harbor & Co.,Solo Agent,Property Management,AZ,Southwest,1,2024-05-27
ACC00457,Foxglove Group,Solo Agent,Luxury Residential,OR,West,1,2023-07-12
ACC00458,Summit & Co.,Solo Agent,Commercial Real Estate,MA,Northeast,1,2025-09-12
ACC00459,Cornerstone Realty,Solo Agent,Residential Real Estate,IL,Midwest,1,2024-07-19
ACC00460,Foxglove Real Estate,Large Team,Luxury Residential,MI,Midwest,20,2024-05-24
ACC00461,Lakeshore Real Estate,Small Team,Luxury Residential,NM,Southwest,7,2023-08-08
ACC00462,Beacon & Co.,Solo Agent,Commercial Real Estate,TN,Southeast,1,2023-10-03
ACC00463,Blackwood Real Estate,Solo Agent,Commercial Real Estate,PA,Northeast,1,2024-12-13
ACC00464,Foxglove Real Estate,Solo Agent,Commercial Real Estate,TN,Southeast,1,2024-06-23
ACC00465,Foxglove Partners,Solo Agent,Property Management,PA,Northeast,1,2023-05-10
ACC00466,Harbor Realty,Small Team,Residential Real Estate,GA,Southeast,8,2023-08-15
ACC00467,Ironwood & Co.,Small Team,Residential Real Estate,NV,West,2,2023-07-22
ACC00468,Harbor Partners,Small Team,Luxury Residential,NY,Northeast,6,2023-01-27
ACC00469,Blackwood Realty,Large Team,Residential Real Estate,WA,West,16,2024-06-28
ACC00470,Ridgeline Real Estate,Solo Agent,Luxury Residential,SC,Southeast,1,2025-12-13
ACC00471,Ridgeline Properties,Solo Agent,Property Management,PA,Northeast,1,2025-07-28
ACC00472,Lakeshore Real Estate,Small Team,Property Management,NM,Southwest,5,2026-05-13
ACC00473,Cypress & Co.,Small Team,Luxury Residential,MI,Midwest,5,2026-02-27
ACC00474,Blackwood Realty,Small Team,Residential Real Estate,OR,West,3,2024-08-05
ACC00475,Beacon Group,Large Team,Luxury Residential,OH,Midwest,20,2025-11-13
ACC00476,Meridian Properties,Solo Agent,Residential Real Estate,TX,Southwest,1,2024-09-07
ACC00477,Blackwood Realty,Large Team,Residential Real Estate,SC,Southeast,10,2026-03-26
ACC00478,Harbor Properties,Large Team,Property Management,MO,Midwest,29,2025-06-08
ACC00479,Ridgeline Group,Solo Agent,Commercial Real Estate,WA,West,1,2023-03-26
ACC00480,Blackwood Partners,Small Team,Residential Real Estate,GA,Southeast,4,2026-03-24
ACC00481,Ironwood Real Estate,Small Team,Property Management,CT,Northeast,8,2026-01-27
ACC00482,Stonebridge Real Estate,Solo Agent,Luxury Residential,MA,Northeast,1,2025-03-20
ACC00483,Ironwood Partners,Small Team,Residential Real Estate,MI,Midwest,3,2026-03-25
ACC00484,Meridian Partners,Small Team,Luxury Residential,PA,Northeast,5,2024-09-16
ACC00485,Summit Properties,Small Team,Residential Real Estate,AZ,Southwest,2,2023-11-16
ACC00486,Stonebridge Real Estate,Solo Agent,Residential Real Estate,WA,West,1,2025-08-22
ACC00487,Foxglove Real Estate,Small Team,Residential Real Estate,NY,Northeast,3,2023-10-17
ACC00488,Summit Realty,Large Team,Residential Real Estate,CO,Southwest,30,2024-07-09
ACC00489,Cypress & Co.,Solo Agent,Luxury Residential,CA,West,1,2025-03-02
ACC00490,Stonebridge Realty,Solo Agent,Property Management,CA,West,1,2025-10-22
ACC00491,Lakeshore Group,Solo Agent,Residential Real Estate,NC,Southeast,1,2023-11-18
ACC00492,Lakeshore Partners,Large Team,Commercial Real Estate,OH,Midwest,21,2023-03-02
ACC00493,Ridgeline Partners,Large Team,Property Management,NJ,Northeast,26,2024-04-10
ACC00494,Blackwood & Co.,Small Team,Luxury Residential,AZ,Southwest,8,2026-04-04
ACC00495,Stonebridge Realty,Large Team,Residential Real Estate,MA,Northeast,13,2024-10-12
ACC00496,Stonebridge & Co.,Large Team,Property Management,MI,Midwest,15,2025-04-27
ACC00497,Cornerstone & Co.,Solo Agent,Luxury Residential,TX,Southwest,1,2024-06-30
ACC00498,Ironwood Partners,Large Team,Commercial Real Estate,CT,Northeast,15,2025-08-18
ACC00499,Cornerstone & Co.,Solo Agent,Commercial Real Estate,WA,West,1,2023-01-31
ACC00500,Ironwood Partners,Small Team,Property Management,NY,Northeast,7,2024-10-27
ACC00501,Beacon Partners,Brokerage,Residential Real Estate,NY,Northeast,233,2026-03-17
ACC00502,Beacon Partners,Small Team,Residential Real Estate,OR,West,5,2025-11-23
ACC00503,Foxglove Partners,Small Team,Luxury Residential,IL,Midwest,3,2023-04-22
ACC00504,Ridgeline Partners,Solo Agent,Commercial Real Estate,PA,Northeast,1,2025-04-26
ACC00505,Stonebridge Partners,Small Team,Residential Real Estate,MI,Midwest,6,2023-12-02
ACC00506,Ridgeline Group,Brokerage,property management,PA,Northeast,122,2025-02-14
ACC00507,Ridgeline Realty,Solo Agent,Property Management,WA,West,1,2024-09-25
ACC00508,Beacon Properties,Solo Agent,Residential Real Estate,WA,West,1,2025-10-18
ACC00509,Blackwood Real Estate,Small Team,Luxury Residential,WA,West,3,2023-01-14
ACC00510,Harbor Realty,Solo Agent,Commercial Real Estate,IL,Midwest,1,2023-03-08
ACC00511,Stonebridge Real Estate,Small Team,Luxury Residential,MI,Midwest,2,2026-05-03
ACC00512,Harbor Group,Large Team,Property Management,MN,Midwest,17,2023-05-19
ACC00513,Harbor Real Estate,Solo Agent,Luxury Residential,PA,Northeast,1,2024-03-05
ACC00514,Meridian Group,Solo Agent,Commercial Real Estate,OH,Midwest,1,2024-10-10
ACC00515,Summit Realty,Large Team,Commercial Real Estate,FL,Southeast,12,2024-04-21
ACC00516,Cypress & Co.,Brokerage,Residential Real Estate,MA,Northeast,384,2025-04-27
ACC00517,Cypress Group,Solo Agent,Commercial Real Estate,IL,Midwest,1,2023-05-19
ACC00518,Lakeshore & Co.,Small Team,Luxury Residential,TN,Southeast,8,2023-03-01
ACC00519,Ironwood & Co.,Small Team,Commercial Real Estate,TX,Southwest,6,2025-08-01
ACC00520,Lakeshore Realty,Small Team,Commercial Real Estate,MA,Northeast,8,2024-03-02
ACC00521,Harbor Group,Small Team,Property Management,NC,Southeast,4,2023-12-06
ACC00522,Blackwood Properties,Large Team,Property Management,SC,Southeast,12,2025-01-31
ACC00523,Beacon Real Estate,Large Team,Property Management,WA,West,24,2023-07-09
ACC00524,Cypress & Co.,Large Team,Residential Real Estate,OH,Midwest,10,2023-10-21
ACC00525,Summit & Co.,Small Team,residential real estate,SC,Southeast,4,2025-12-05
ACC00526,Blackwood & Co.,Small Team,Residential Real Estate,WA,West,3,2024-10-01
ACC00527,Ridgeline Group,Small Team,Residential Real Estate,IL,Midwest,6,2025-06-22
ACC00528,Stonebridge Group,Solo Agent,Commercial Real Estate,WA,West,1,2024-12-18
ACC00529,Foxglove Realty,Small Team,luxury residential,IL,Midwest,2,2023-04-14
ACC00530,Blackwood Group,Solo Agent,Property Management,GA,Southeast,1,2026-05-05
ACC00531,Foxglove & Co.,Solo Agent,Residential Real Estate,CO,Southwest,1,2025-08-17
ACC00532,Foxglove Group,Solo Agent,Property Management,NJ,Northeast,1,2025-01-14
ACC00533,Blackwood Group,Solo Agent,Property Management,SC,Southeast,1,2025-09-07
ACC00534,Ironwood Real Estate,Solo Agent,Commercial Real Estate,NV,West,1,2023-05-26
ACC00535,Stonebridge Real Estate,Brokerage,Residential Real Estate,CO,Southwest,309,2025-02-25
ACC00536,Meridian Partners,Solo Agent,Property Management,NM,Southwest,1,2023-06-09
ACC00537,Meridian Partners,Brokerage,Residential Real Estate,MI,Midwest,62,2023-05-23
ACC00538,Foxglove Properties,Solo Agent,Residential Real Estate,NV,West,1,2023-10-12
ACC00539,Foxglove Group,Solo Agent,Commercial Real Estate,TN,Southeast,1,2024-10-10
ACC00540,Summit Group,Brokerage,Luxury Residential,PA,Northeast,214,2025-04-07
ACC00541,Meridian Partners,Large Team,Luxury Residential,OR,West,21,2023-03-05
ACC00542,Cypress Partners,Solo Agent,Property Management,NJ,Northeast,1,2023-12-22
ACC00543,Beacon & Co.,Solo Agent,Residential Real Estate,CO,Southwest,1,2023-05-27
ACC00544,Beacon Real Estate,Large Team,Property Management,TN,Southeast,20,2026-05-22
ACC00545,Cornerstone & Co.,Solo Agent,Property Management,NM,Southwest,1,2023-01-16
ACC00546,Harbor Real Estate,Brokerage,Property Management,NV,West,174,2026-03-09
ACC00547,Foxglove & Co.,Small Team,Residential Real Estate,FL,Southeast,6,2025-12-07
ACC00548,Beacon Real Estate,Large Team,Property Management,NJ,Northeast,18,2025-08-18
ACC00549,Meridian Group,Solo Agent,Commercial Real Estate,TX,Southwest,1,2026-05-08
ACC00550,Harbor Properties,Small Team,Residential Real Estate,CA,West,4,2024-08-20
ACC00551,Meridian Properties,Solo Agent,Residential Real Estate,MO,Midwest,1,2024-06-10
ACC00552,Cypress Realty,Solo Agent,Property Management,NM,Southwest,1,2024-04-28
ACC00553,Beacon & Co.,Small Team,Property Management,GA,Southeast,6,2025-04-25
ACC00554,Ironwood Partners,Small Team,Residential Real Estate,MI,Midwest,7,2023-08-26
ACC00555,Cypress Partners,Small Team,Property Management,FL,Southeast,8,2025-03-09
ACC00556,Foxglove Group,Brokerage,Residential Real Estate,MN,Midwest,167,2023-03-26
ACC00557,Foxglove & Co.,Solo Agent,Property Management,WA,West,1,2026-04-11
ACC00558,Summit Partners,Solo Agent,Residential Real Estate,TX,Southwest,1,2023-01-22
ACC00559,Meridian Realty,Small Team,luxury residential,TX,Southwest,6,2024-05-30
ACC00560,Foxglove Real Estate,Solo Agent,Luxury Residential,WA,West,1,2026-05-23
ACC00561,Blackwood Partners,Small Team,Property Management,MI,Midwest,3,2023-06-05
ACC00562,Blackwood Properties,Solo Agent,Residential Real Estate,NV,West,1,2024-11-12
ACC00563,Ironwood Properties,Solo Agent,Residential Real Estate,SC,Southeast,1,2025-10-04
ACC00564,Summit Partners,Solo Agent,Commercial Real Estate,WA,West,1,2026-03-16
ACC00565,Cypress & Co.,Solo Agent,Property Management,MN,Midwest,1,2024-11-06
ACC00566,Cypress Group,Solo Agent,Property Management,NJ,Northeast,1,2025-02-26
ACC00567,Blackwood & Co.,Solo Agent,Residential Real Estate,WA,West,1,2024-11-27
ACC00568,Lakeshore Partners,Solo Agent,Residential Real Estate,TX,Southwest,1,2025-03-09
ACC00569,Harbor Real Estate,Solo Agent,Luxury Residential,OR,West,1,2026-04-29
ACC00570,Cornerstone & Co.,Solo Agent,Residential Real Estate,NV,West,1,2024-11-22
ACC00571,Beacon Real Estate,Solo Agent,Property Management,CA,West,1,2023-10-17
ACC00572,Harbor Partners,Solo Agent,Commercial Real Estate,WA,West,1,2023-04-13
ACC00573,Ironwood Group,Small Team,Residential Real Estate,TN,Southeast,2,2024-03-27
ACC00574,Lakeshore Realty,Solo Agent,Residential Real Estate,NY,Northeast,1,2024-03-12
ACC00575,Summit Properties,Small Team,Luxury Residential,IL,Midwest,8,2025-06-17
ACC00576,Stonebridge & Co.,Solo Agent,Luxury Residential,SC,Southeast,1,2023-01-15
ACC00577,Ridgeline Real Estate,Solo Agent,Property Management,TX,Southwest,1,2024-07-08
ACC00578,Cypress Properties,Small Team,Commercial Real Estate,WA,West,6,2024-09-08
ACC00579,Foxglove & Co.,Large Team,Luxury Residential,OH,Midwest,15,2026-01-10
ACC00580,Foxglove Realty,Small Team,Property Management,TX,Southwest,4,2025-08-29
ACC00581,Summit Real Estate,Solo Agent,Residential Real Estate,OH,Midwest,1,2025-07-17
ACC00582,Lakeshore Partners,Solo Agent,Property Management,MA,Northeast,1,2024-04-26
ACC00583,Cornerstone Realty,Solo Agent,Luxury Residential,CO,Southwest,1,2025-04-24
ACC00584,Ridgeline Partners,Brokerage,Luxury Residential,AZ,Southwest,202,2025-07-20
ACC00585,Harbor Partners,Solo Agent,Residential Real Estate,CO,Southwest,1,2026-03-10
ACC00586,Cypress Partners,Small Team,Luxury Residential,OH,Midwest,8,2023-12-15
ACC00587,Meridian Properties,Small Team,Luxury Residential,WA,West,5,2024-05-20
ACC00588,Ironwood Partners,Small Team,Residential Real Estate,FL,Southeast,5,2025-10-29
ACC00589,Blackwood Properties,Small Team,Luxury Residential,NY,Northeast,5,2025-04-12
ACC00590,Beacon Properties,Small Team,Residential Real Estate,CO,Southwest,8,2026-03-14
ACC00591,Stonebridge Group,Small Team,Residential Real Estate,SC,Southeast,4,2023-01-03
ACC00592,Lakeshore & Co.,Small Team,Residential Real Estate,NY,Northeast,2,2024-02-29
ACC00593,Foxglove Real Estate,Small Team,Commercial Real Estate,IL,Midwest,3,2023-03-25
ACC00594,Cornerstone Group,Solo Agent,Luxury Residential,NJ,Northeast,1,2025-09-06
ACC00595,Cypress Real Estate,Solo Agent,Commercial Real Estate,IL,Midwest,1,2025-02-02
ACC00596,Stonebridge Realty,Large Team,Commercial Real Estate,MA,Northeast,11,2025-07-14
ACC00597,Harbor & Co.,Solo Agent,Residential Real Estate,AZ,Southwest,1,2023-06-07
ACC00598,Ironwood Partners,Solo Agent,Luxury Residential,CA,West,1,2026-01-13
ACC00599,Lakeshore & Co.,Large Team,Commercial Real Estate,NM,Southwest,30,2025-11-30
ACC00600,Ridgeline Group,Large Team,Property Management,MA,Northeast,24,2025-06-30
ACC00601,Beacon Properties,Large Team,Luxury Residential,MO,Midwest,26,2023-04-07
ACC00602,Summit Group,Brokerage,Luxury Residential,AZ,Southwest,125,2023-11-11
ACC00603,Ridgeline Group,Small Team,Commercial Real Estate,CO,Southwest,6,2023-03-13
ACC00604,Lakeshore Properties,Solo Agent,Luxury Residential,CA,West,1,2025-10-19
ACC00605,Stonebridge Partners,Brokerage,Luxury Residential,MI,Midwest,51,2026-03-20
ACC00606,Meridian Properties,Small Team,commercial real estate,CO,Southwest,2,2023-08-28
ACC00607,Blackwood Properties,Small Team,Luxury Residential,NY,Northeast,6,2026-04-09
ACC00608,Meridian Real Estate,Brokerage,Luxury Residential,CA,West,397,2025-03-18
ACC00609,Lakeshore Group,Solo Agent,Residential Real Estate,TN,Southeast,1,2025-02-02
ACC00610,Meridian Real Estate,Solo Agent,Property Management,FL,Southeast,1,2025-05-18
ACC00611,Ironwood & Co.,Brokerage,Property Management,NJ,Northeast,267,2023-05-16
ACC00612,Ironwood Group,Small Team,Luxury Residential,PA,Northeast,2,2023-10-08
